INFO 2022-08-03 15:15:11,131 autoreload 677 Watching for file changes with StatReloader
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 319, in _query
    db.query(q)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/connections.py", line 254, in query
    _mysql.connection.query(self, query)
MySQLdb.OperationalError: (1054, "Unknown column 't_post.author_id' in 'field list'")

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/options.py", line 683, in wrapper
    return self.admin_site.admin_view(view)(*args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/decorators.py", line 133, in _wrapped_view
    response = view_func(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/views/decorators/cache.py", line 62, in _wrapped_view_func
    response = view_func(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/sites.py", line 242, in inner
    return view(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/decorators.py", line 46, in _wrapper
    return bound_method(*args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/decorators.py", line 133, in _wrapped_view
    response = view_func(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/options.py", line 2063, in changelist_view
    "selection_note": _("0 of %(cnt)s selected") % {"cnt": len(cl.result_list)},
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/query.py", line 302, in __len__
    self._fetch_all()
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/query.py", line 1507, in _fetch_all
    self._result_cache = list(self._iterable_class(self))
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/query.py", line 57, in __iter__
    results = compiler.execute_sql(
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/sql/compiler.py", line 1361, in execute_sql
    cursor.execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 103, in execute
    return super().execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 67, in execute
    return self._execute_with_wrappers(
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 80, in _execute_with_wrappers
    return executor(sql, params, many, context)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 84, in _execute
    with self.db.wrap_database_errors:
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/mysql/base.py", line 75, in execute
    return self.cursor.execute(query, args)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 206, in execute
    res = self._query(query)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 319, in _query
    db.query(q)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/connections.py", line 254, in query
    _mysql.connection.query(self, query)
django.db.utils.OperationalError: (1054, "Unknown column 't_post.author_id' in 'field list'")
ERROR 2022-08-03 15:52:41,604 basehttp 187 "GET /admin/post/post/ HTTP/1.1" 500 183167
ERROR 2022-08-03 15:53:19,057 log 241 Internal Server Error: /admin/post/post/
Traceback (most recent call last):
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/mysql/base.py", line 75, in execute
    return self.cursor.execute(query, args)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 206, in execute
    res = self._query(query)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 319, in _query
    db.query(q)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/connections.py", line 254, in query
    _mysql.connection.query(self, query)
MySQLdb.OperationalError: (1054, "Unknown column 't_post.author_id' in 'field list'")

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/options.py", line 683, in wrapper
    return self.admin_site.admin_view(view)(*args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/decorators.py", line 133, in _wrapped_view
    response = view_func(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/views/decorators/cache.py", line 62, in _wrapped_view_func
    response = view_func(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/sites.py", line 242, in inner
    return view(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/decorators.py", line 46, in _wrapper
    return bound_method(*args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/decorators.py", line 133, in _wrapped_view
    response = view_func(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/options.py", line 2063, in changelist_view
    "selection_note": _("0 of %(cnt)s selected") % {"cnt": len(cl.result_list)},
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/query.py", line 302, in __len__
    self._fetch_all()
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/query.py", line 1507, in _fetch_all
    self._result_cache = list(self._iterable_class(self))
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/query.py", line 57, in __iter__
    results = compiler.execute_sql(
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/sql/compiler.py", line 1361, in execute_sql
    cursor.execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 103, in execute
    return super().execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 67, in execute
    return self._execute_with_wrappers(
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 80, in _execute_with_wrappers
    return executor(sql, params, many, context)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 84, in _execute
    with self.db.wrap_database_errors:
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/mysql/base.py", line 75, in execute
    return self.cursor.execute(query, args)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 206, in execute
    res = self._query(query)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 319, in _query
    db.query(q)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/connections.py", line 254, in query
    _mysql.connection.query(self, query)
django.db.utils.OperationalError: (1054, "Unknown column 't_post.author_id' in 'field list'")
ERROR 2022-08-03 15:53:19,059 basehttp 187 "GET /admin/post/post/ HTTP/1.1" 500 183167
INFO 2022-08-03 15:53:20,343 basehttp 187 "GET /admin/post/poststate/ HTTP/1.1" 200 6974
ERROR 2022-08-03 15:53:21,848 log 241 Internal Server Error: /admin/post/post/
Traceback (most recent call last):
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/mysql/base.py", line 75, in execute
    return self.cursor.execute(query, args)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 206, in execute
    res = self._query(query)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 319, in _query
    db.query(q)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/connections.py", line 254, in query
    _mysql.connection.query(self, query)
MySQLdb.OperationalError: (1054, "Unknown column 't_post.author_id' in 'field list'")

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/options.py", line 683, in wrapper
    return self.admin_site.admin_view(view)(*args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/decorators.py", line 133, in _wrapped_view
    response = view_func(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/views/decorators/cache.py", line 62, in _wrapped_view_func
    response = view_func(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/sites.py", line 242, in inner
    return view(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/decorators.py", line 46, in _wrapper
    return bound_method(*args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/decorators.py", line 133, in _wrapped_view
    response = view_func(request, *args, **kwargs)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/contrib/admin/options.py", line 2063, in changelist_view
    "selection_note": _("0 of %(cnt)s selected") % {"cnt": len(cl.result_list)},
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/query.py", line 302, in __len__
    self._fetch_all()
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/query.py", line 1507, in _fetch_all
    self._result_cache = list(self._iterable_class(self))
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/query.py", line 57, in __iter__
    results = compiler.execute_sql(
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/models/sql/compiler.py", line 1361, in execute_sql
    cursor.execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 103, in execute
    return super().execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 67, in execute
    return self._execute_with_wrappers(
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 80, in _execute_with_wrappers
    return executor(sql, params, many, context)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 84, in _execute
    with self.db.wrap_database_errors:
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/db/backends/mysql/base.py", line 75, in execute
    return self.cursor.execute(query, args)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 206, in execute
    res = self._query(query)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/cursors.py", line 319, in _query
    db.query(q)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/MySQLdb/connections.py", line 254, in query
    _mysql.connection.query(self, query)
django.db.utils.OperationalError: (1054, "Unknown column 't_post.author_id' in 'field list'")
ERROR 2022-08-03 15:53:21,849 basehttp 187 "GET /admin/post/post/ HTTP/1.1" 500 183167
INFO 2022-08-03 16:04:10,413 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-03 16:04:19,780 basehttp 187 "GET / HTTP/1.1" 200 10633
WARNING 2022-08-03 16:04:19,835 log 241 Not Found: /favicon.ico
WARNING 2022-08-03 16:04:19,836 basehttp 187 "GET /favicon.ico HTTP/1.1" 404 2108
INFO 2022-08-03 16:04:27,306 basehttp 187 "GET /admin/ HTTP/1.1" 302 0
INFO 2022-08-03 16:04:27,342 basehttp 187 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 2217
INFO 2022-08-03 16:04:31,292 basehttp 187 "POST /admin/login/?next=/admin/ HTTP/1.1" 200 2349
INFO 2022-08-03 16:04:33,940 basehttp 187 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2022-08-03 16:04:33,976 basehttp 187 "GET /admin/ HTTP/1.1" 200 4766
INFO 2022-08-03 16:04:34,028 basehttp 187 "GET /static/admin/css/dashboard.css HTTP/1.1" 200 380
INFO 2022-08-03 16:04:37,469 basehttp 187 "GET /admin/post/posttag/ HTTP/1.1" 200 5610
INFO 2022-08-03 16:04:37,506 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 16:04:38,764 basehttp 187 "GET /admin/post/posttag/add/ HTTP/1.1" 200 6300
INFO 2022-08-03 16:04:38,793 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
WARNING 2022-08-03 16:04:38,869 log 241 Not Found: /favicon.ico
WARNING 2022-08-03 16:04:38,870 basehttp 187 "GET /favicon.ico HTTP/1.1" 404 2108
INFO 2022-08-03 16:04:45,440 basehttp 187 "POST /admin/post/posttag/add/ HTTP/1.1" 302 0
INFO 2022-08-03 16:04:45,479 basehttp 187 "GET /admin/post/posttag/ HTTP/1.1" 200 6948
INFO 2022-08-03 16:04:45,515 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 16:04:47,181 basehttp 187 "GET /admin/post/posttag/add/ HTTP/1.1" 200 6300
INFO 2022-08-03 16:04:47,227 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
WARNING 2022-08-03 16:04:47,274 log 241 Not Found: /favicon.ico
WARNING 2022-08-03 16:04:47,274 basehttp 187 "GET /favicon.ico HTTP/1.1" 404 2108
INFO 2022-08-03 16:04:50,133 basehttp 187 "POST /admin/post/posttag/add/ HTTP/1.1" 302 0
INFO 2022-08-03 16:04:50,167 basehttp 187 "GET /admin/post/posttag/add/ HTTP/1.1" 200 6530
INFO 2022-08-03 16:04:50,239 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 16:04:53,505 basehttp 187 "POST /admin/post/posttag/add/ HTTP/1.1" 302 0
INFO 2022-08-03 16:04:53,531 basehttp 187 "GET /admin/post/posttag/add/ HTTP/1.1" 200 6530
INFO 2022-08-03 16:04:53,557 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 16:04:56,067 basehttp 187 "POST /admin/post/posttag/add/ HTTP/1.1" 302 0
INFO 2022-08-03 16:04:56,098 basehttp 187 "GET /admin/post/posttag/add/ HTTP/1.1" 200 6536
INFO 2022-08-03 16:04:56,124 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 16:04:57,301 basehttp 187 "GET /admin/post/poststate/ HTTP/1.1" 200 5614
INFO 2022-08-03 16:04:57,331 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
WARNING 2022-08-03 16:04:57,361 log 241 Not Found: /favicon.ico
WARNING 2022-08-03 16:04:57,362 basehttp 187 "GET /favicon.ico HTTP/1.1" 404 2108
INFO 2022-08-03 16:04:58,471 basehttp 187 "GET /admin/post/poststate/add/ HTTP/1.1" 200 6308
INFO 2022-08-03 16:04:58,513 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 16:05:00,976 basehttp 187 "POST /admin/post/poststate/add/ HTTP/1.1" 302 0
INFO 2022-08-03 16:05:01,005 basehttp 187 "GET /admin/post/poststate/add/ HTTP/1.1" 200 6540
INFO 2022-08-03 16:05:01,036 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 16:05:03,465 basehttp 187 "POST /admin/post/poststate/add/ HTTP/1.1" 302 0
INFO 2022-08-03 16:05:03,501 basehttp 187 "GET /admin/post/poststate/ HTTP/1.1" 200 7163
INFO 2022-08-03 16:05:03,536 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
WARNING 2022-08-03 16:05:03,569 log 241 Not Found: /favicon.ico
WARNING 2022-08-03 16:05:03,570 basehttp 187 "GET /favicon.ico HTTP/1.1" 404 2108
INFO 2022-08-03 16:05:04,509 basehttp 187 "GET /admin/post/post/ HTTP/1.1" 200 5604
INFO 2022-08-03 16:05:04,540 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 16:05:05,783 basehttp 187 "GET /admin/post/post/add/ HTTP/1.1" 200 10785
INFO 2022-08-03 16:05:05,815 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 16:05:45,957 basehttp 187 "POST /admin/post/post/add/ HTTP/1.1" 302 0
INFO 2022-08-03 16:05:46,012 basehttp 187 "GET /admin/post/post/add/ HTTP/1.1" 200 11054
INFO 2022-08-03 16:05:46,042 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
WARNING 2022-08-03 16:05:46,085 log 241 Not Found: /favicon.ico
WARNING 2022-08-03 16:05:46,085 basehttp 187 "GET /favicon.ico HTTP/1.1" 404 2108
INFO 2022-08-03 16:06:00,901 basehttp 187 "GET /admin/post/poststate/add/?_to_field=id&_popup=1 HTTP/1.1" 200 2934
INFO 2022-08-03 16:06:00,963 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 16:06:12,256 basehttp 187 "POST /admin/post/post/add/ HTTP/1.1" 302 0
INFO 2022-08-03 16:06:12,292 basehttp 187 "GET /admin/post/post/ HTTP/1.1" 200 7294
INFO 2022-08-03 16:06:12,349 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 16:06:13,786 basehttp 187 "GET /admin/post/post/1/change/ HTTP/1.1" 200 11534
INFO 2022-08-03 16:06:13,814 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 16:07:39,702 basehttp 187 "GET /admin/post/post/1/change/ HTTP/1.1" 200 11534
INFO 2022-08-03 16:07:39,735 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 16:07:41,216 basehttp 187 "GET /admin/post/post/ HTTP/1.1" 200 7053
INFO 2022-08-03 16:07:41,253 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 16:07:42,508 basehttp 187 "GET /admin/post/post/1/change/ HTTP/1.1" 200 11534
INFO 2022-08-03 16:07:42,549 basehttp 187 "GET /admin/jsi18n/ HTTP/1.1" 200 8398
INFO 2022-08-03 16:07:44,679 basehttp 187 "GET /admin/ HTTP/1.1" 200 7168
INFO 2022-08-03 16:08:38,240 autoreload 266 /home/ubuntu/Desktop/leanr/django/Small_projects/blog/blog/urls.py changed, reloading.
INFO 2022-08-03 16:08:38,563 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-03 16:12:12,884 autoreload 266 /home/ubuntu/Desktop/leanr/django/Small_projects/blog/post/urls.py changed, reloading.
INFO 2022-08-03 16:12:13,255 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-03 16:12:32,446 autoreload 266 /home/ubuntu/Desktop/leanr/django/Small_projects/blog/post/urls.py changed, reloading.
INFO 2022-08-03 16:12:32,753 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-03 16:12:35,823 autoreload 266 /home/ubuntu/Desktop/leanr/django/Small_projects/blog/post/urls.py changed, reloading.
INFO 2022-08-03 16:12:36,126 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-03 16:12:38,317 autoreload 266 /home/ubuntu/Desktop/leanr/django/Small_projects/blog/post/urls.py changed, reloading.
INFO 2022-08-03 16:12:38,579 autoreload 677 Watching for file changes with StatReloader
WARNING 2022-08-03 16:14:25,594 log 241 Not Found: /
WARNING 2022-08-03 16:14:25,595 basehttp 187 "GET / HTTP/1.1" 404 2224
INFO 2022-08-03 16:14:32,158 basehttp 187 "GET /index/ HTTP/1.1" 200 293
INFO 2022-08-03 16:14:57,811 basehttp 187 "GET /index/ HTTP/1.1" 200 1454
INFO 2022-08-03 16:15:33,868 autoreload 266 /home/ubuntu/Desktop/leanr/django/Small_projects/blog/post/views.py changed, reloading.
INFO 2022-08-03 16:15:34,244 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-03 16:16:12,643 autoreload 266 /home/ubuntu/Desktop/leanr/django/Small_projects/blog/post/views.py changed, reloading.
INFO 2022-08-03 16:16:12,949 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-03 16:16:26,190 autoreload 266 /home/ubuntu/Desktop/leanr/django/Small_projects/blog/post/admin.py changed, reloading.
INFO 2022-08-03 16:16:26,497 autoreload 677 Watching for file changes with StatReloader
INFO 2022-08-03 16:18:04,304 basehttp 187 "GET /index/ HTTP/1.1" 200 1542
ERROR 2022-08-03 16:19:15,714 log 241 Internal Server Error: /index/
Traceback (most recent call last):
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/core/handlers/base.py", line 220, in _get_response
    response = response.render()
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/response.py", line 114, in render
    self.content = self.rendered_content
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/response.py", line 92, in rendered_content
    return template.render(context, self._request)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/backends/django.py", line 62, in render
    return self.template.render(context)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/base.py", line 175, in render
    return self._render(context)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/base.py", line 167, in _render
    return self.nodelist.render(context)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/base.py", line 1000, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/base.py", line 1000, in <listcomp>
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/base.py", line 958, in render_annotated
    return self.render(context)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/defaulttags.py", line 238, in render
    nodelist.append(node.render_annotated(context))
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/base.py", line 958, in render_annotated
    return self.render(context)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/base.py", line 1059, in render
    output = self.filter_expression.resolve(context)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/base.py", line 739, in resolve
    new_obj = func(obj, *arg_vals)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/defaultfilters.py", line 769, in date
    return formats.date_format(value, arg)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/formats.py", line 160, in date_format
    return dateformat.format(
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/dateformat.py", line 329, in format
    return df.format(format_string)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/dateformat.py", line 48, in format
    pieces.append(str(getattr(self, piece)()))
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/utils/dateformat.py", line 268, in r
    raise TypeError(
TypeError: The format for date objects may not contain time-related format specifiers (found 'r').
ERROR 2022-08-03 16:19:15,718 basehttp 187 "GET /index/ HTTP/1.1" 500 143925
ERROR 2022-08-03 16:19:17,912 log 241 Internal Server Error: /index/
Traceback (most recent call last):
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/core/handlers/base.py", line 220, in _get_response
    response = response.render()
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/response.py", line 114, in render
    self.content = self.rendered_content
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/response.py", line 92, in rendered_content
    return template.render(context, self._request)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/backends/django.py", line 62, in render
    return self.template.render(context)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/base.py", line 175, in render
    return self._render(context)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/base.py", line 167, in _render
    return self.nodelist.render(context)
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/base.py", line 1000, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
  File "/home/ubuntu/Desktop/leanr/django/blog/lib/python3.10/site-packages/django/template/base.py", line 1000, in <listcomp>
    return SafeString("".join([node.render_annotated(context) for node in self]))
